"problem_id","topic","subtopic","grade_level","difficulty_level","source","problem_length_words","num_sentences","num_entities","equation_count","equation_complexity_score","total_attempts","avg_solving_time_seconds","success_rate","avg_attempts_to_solve","verified_by_human","last_updated"
"PROB_1002","Algebra","Exponents","9","3","NCERT","133","3","3","1","6","50","395","0.7034590886591569","1.5","1","2024-10-28 00:00:00"
"PROB_1003","Statistics","Variance","11","5","NCERT","199","4","3","4","9","11","420","0.4955308384560472","1.8","1","2024-09-20 00:00:00"
"PROB_1004","Trigonometry","Trigonometric Ratios","8","5","Synthetic","50","5","3","2","9","15","420","0.55692752604356","2.0","0","2024-10-06 00:00:00"
"PROB_1005","Trigonometry","Angles","9","4","Synthetic","94","6","7","1","6","38","373","","1.7","1","2024-10-28 00:00:00"
"PROB_1006","Arithmetic","Percentages","12","5","NCERT","196","3","3","1","10","28","420","","1.8","1","2024-10-24 00:00:00"
"PROB_1007","Geometry","Congruence","6","2","User-Generated","176","6","5","2","3","5","239","0.7171219675548085","1.6","1","2024-10-25 00:00:00"
"PROB_1008","Geometry","Solid Geometry","10","1","NCERT","112","4","6","1","2","13","236","0.7977788784111357","1.2","1","2024-09-01 00:00:00"
"PROB_1009","Geometry","Coordinate Geometry","10","4","NCERT","138","3","6","4","6","14","363","0.5207665823119824","1.6","1","2024-08-14 00:00:00"
"PROB_1010","Mensuration","Curved Surface Area","12","2","Synthetic","71","3","5","2","4","50","252","0.7463609172943725","1.5","1","2024-10-06 00:00:00"
"PROB_1011","Algebra","Systems of Equations","8","1","NCERT","169","8","4","4","2","50","283","0.906841126969749","1.2","0","2024-08-15 00:00:00"
"PROB_1012","Trigonometry","Identities","10","1","User-Generated","217","4","3","1","5","19","286","","1.9","0","2024-10-01 00:00:00"
"PROB_1013","Ratios","Direct Variation","11","2","NCERT","245","5","3","3","4","13","398","","1.5","1","2024-10-05 00:00:00"
"PROB_1014","Trigonometry","Angles","10","4","User-Generated","164","3","7","4","10","21","420","0.6945313799844895","1.4","1","2024-09-09 00:00:00"
"PROB_1015","Number Theory","Divisibility","9","1","User-Generated","176","7","2","2","4","15","289","0.8203910717261985","1.7","1","2024-10-04 00:00:00"
"PROB_1016","Ratios","Direct Variation","8","2","User-Generated","101","4","2","4","2","30","274","0.7158712562252715","1.8","1","2024-09-13 00:00:00"
"PROB_1017","Probability","Probability Distributions","10","1","Synthetic","132","4","7","2","2","50","277","","1.7","0","2024-10-31 00:00:00"
"PROB_1018","Algebra","Quadratic Equations","10","1","NCERT","185","7","3","3","2","16","220","0.8979354160178985","1.5","1","2024-09-08 00:00:00"
"PROB_1019","Statistics","Mean Median Mode","9","4","User-Generated","211","5","5","4","8","22","408","0.53799083988481","2.0","1","2024-08-28 00:00:00"
"PROB_1020","Algebra","Inequalities","11","2","User-Generated","171","7","5","2","5","31","395","0.6951839815769141","1.5","1","2024-10-11 00:00:00"
"PROB_1021","Algebra","Logarithms","9","2","NCERT","103","5","6","1","3","26","291","0.7241176750751039","1.6","1","2024-09-05 00:00:00"
"PROB_1022","Mensuration","Area","12","4","NCERT","172","8","7","2","9","8","420","0.5416029761235628","2.2","1","2024-08-14 00:00:00"
"PROB_1023","Geometry","Angles","9","4","NCERT","204","6","2","2","7","37","420","0.5492087816633413","1.7","1","2024-08-11 00:00:00"
"PROB_1024","Geometry","Quadrilaterals","9","1","Synthetic","241","4","5","1","2","30","217","0.8000269493694833","1.5","1","2024-09-29 00:00:00"
"PROB_1025","Geometry","Circles","8","3","NCERT","98","6","3","2","8","50","400","0.627202439296945","1.7","1","2024-09-01 00:00:00"
"PROB_1026","Statistics","Variance","7","4","User-Generated","257","3","4","4","8","37","420","0.4638389839320982","2.2","1","2024-10-22 00:00:00"
"PROB_1027","Arithmetic","Speed Distance Time","8","5","NCERT","88","3","6","2","8","38","420","0.3772492246410382","2.0","1","2024-10-09 00:00:00"
"PROB_1028","Geometry","Similarity","9","4","User-Generated","269","2","4","2","8","11","419","0.489107072587727","2.2","1","2024-10-20 00:00:00"
"PROB_1029","Geometry","Quadrilaterals","8","1","User-Generated","211","2","6","2","2","42","247","0.95","1.0","1","2024-10-25 00:00:00"
"PROB_1030","Statistics","Standard Deviation","11","2","User-Generated","173","4","5","4","5","16","357","","1.5","1","2024-10-27 00:00:00"
"PROB_1031","Algebra","Polynomials","10","1","NCERT","167","5","6","4","3","6","253","0.95","1.2","1","2024-10-17 00:00:00"
"PROB_1032","Probability","Permutations","7","4","User-Generated","249","5","3","2","7","50","420","0.5631021496954284","2.0","1","2024-08-09 00:00:00"
"PROB_1033","Ratios","Inverse Variation","8","1","Synthetic","214","2","5","2","3","13","348","0.95","1.5","0","2024-08-19 00:00:00"
"PROB_1034","Statistics","Frequency Distribution","11","5","NCERT","199","7","7","2","10","23","420","0.4684058146516363","2.0","1","2024-08-22 00:00:00"
"PROB_1035","Number Theory","Number Patterns","8","3","User-Generated","181","5","5","3","5","45","420","0.5149279534131649","2.2","0","2024-08-20 00:00:00"
"PROB_1036","Arithmetic","Time and Work","7","4","Synthetic","110","4","5","4","5","50","401","0.5779783745661093","1.7","0","2024-10-13 00:00:00"
"PROB_1037","Probability","Conditional Probability","11","3","NCERT","207","6","6","1","6","34","420","0.7335021220309788","1.5","1","2024-08-20 00:00:00"
"PROB_1038","Ratios","Inverse Variation","9","3","Synthetic","148","7","8","2","6","6","406","0.6764661436347894","1.9","1","2024-10-15 00:00:00"
"PROB_1039","Arithmetic","Ratios","9","4","User-Generated","234","2","7","1","9","29","420","0.600144512033507","1.9","1","2024-09-18 00:00:00"
"PROB_1040","Mensuration","Volume","8","5","User-Generated","182","4","5","4","9","40","420","0.45636109738966113","1.9","1","2024-08-21 00:00:00"
"PROB_1041","Mensuration","Volume","7","5","NCERT","67","2","4","3","9","9","420","0.3850273309158745","2.6","1","2024-08-09 00:00:00"
"PROB_1042","Geometry","Circles","10","4","User-Generated","111","4","5","4","6","8","420","0.5994807681718706","2.1","1","2024-09-28 00:00:00"
"PROB_1043","Geometry","Congruence","9","5","Synthetic","179","2","2","2","10","44","420","0.3512799903408058","1.9","1","2024-09-01 00:00:00"
"PROB_1044","Probability","Basic Probability","9","4","NCERT","100","2","3","3","9","30","420","0.5918622690657671","1.8","0","2024-10-07 00:00:00"
"PROB_1045","Geometry","Quadrilaterals","8","3","Synthetic","235","3","4","4","7","13","420","0.734231000486294","1.4","0","2024-10-12 00:00:00"
"PROB_1046","Algebra","Factorization","12","2","NCERT","146","6","5","4","2","7","319","0.8009756805209222","1.6","1","2024-10-29 00:00:00"
"PROB_1047","Mensuration","Surface Area","11","3","NCERT","101","3","7","2","7","22","361","","1.1","1","2024-09-15 00:00:00"
"PROB_1048","Arithmetic","Speed Distance Time","11","3","NCERT","155","5","2","2","5","17","296","0.6684824260594273","1.5","1","2024-08-29 00:00:00"
"PROB_1049","Probability","Basic Probability","11","5","NCERT","171","3","5","1","10","18","420","","2.3","1","2024-10-25 00:00:00"
"PROB_1050","Arithmetic","Averages","11","2","NCERT","98","8","6","2","5","8","243","0.7313886850654284","1.5","1","2024-09-01 00:00:00"
"PROB_1051","Probability","Basic Probability","11","5","NCERT","196","7","2","4","8","27","420","0.48526106047555045","2.2","1","2024-08-13 00:00:00"
"PROB_1052","Number Theory","Divisibility","11","4","User-Generated","166","5","5","1","6","50","420","0.5443513035767202","1.7","0","2024-09-27 00:00:00"
"PROB_1053","Geometry","Circles","10","1","Synthetic","145","2","7","2","2","42","218","0.8504706729557937","1.5","1","2024-10-08 00:00:00"
"PROB_1054","Number Theory","Modular Arithmetic","11","4","NCERT","191","3","8","1","5","19","369","0.5385498882022929","2.1","0","2024-09-05 00:00:00"
"PROB_1055","Algebra","Systems of Equations","7","3","NCERT","70","7","6","1","4","12","420","0.6189898421951369","1.7","1","2024-09-04 00:00:00"
"PROB_1056","Geometry","Solid Geometry","12","3","NCERT","191","5","5","1","4","6","354","0.5550474176147262","1.9","1","2024-08-18 00:00:00"
"PROB_1057","Algebra","Exponents","10","2","NCERT","50","2","5","2","3","15","241","","1.3","1","2024-09-20 00:00:00"
"PROB_1058","Trigonometry","Heights and Distances","10","2","User-Generated","193","8","8","3","2","22","312","0.7036034188548645","1.5","1","2024-11-01 00:00:00"
"PROB_1059","Algebra","Quadratic Equations","11","3","NCERT","103","2","8","2","4","5","388","0.7228970483036301","1.6","1","2024-10-26 00:00:00"
"PROB_1060","Mensuration","Perimeter","6","2","User-Generated","98","5","5","2","4","50","291","0.6738301006281577","1.6","1","2024-08-26 00:00:00"
"PROB_1061","Probability","Combinations","8","3","User-Generated","231","4","6","3","5","42","420","0.6505037993963967","2.1","1","2024-08-07 00:00:00"
"PROB_1062","Ratios","Ratio and Proportion","9","2","User-Generated","181","2","2","2","3","5","322","0.6622598796615452","1.7","1","2024-09-02 00:00:00"
"PROB_1063","Trigonometry","Angles","8","5","NCERT","155","2","5","2","7","7","420","0.3656714548544902","2.3","1","2024-08-31 00:00:00"
"PROB_1064","Mensuration","Curved Surface Area","6","1","User-Generated","142","4","5","4","2","35","246","0.8737006269885977","1.0","1","2024-10-29 00:00:00"
"PROB_1065","Mensuration","Volume","9","4","NCERT","248","4","6","3","10","23","420","","2.3","1","2024-09-26 00:00:00"
"PROB_1066","Probability","Permutations","10","5","Synthetic","128","6","7","3","9","42","420","0.35725735303860373","2.1","1","2024-08-27 00:00:00"
"PROB_1067","Algebra","Factorization","7","3","User-Generated","223","3","10","2","6","8","420","0.7449022616985514","1.1","0","2024-08-28 00:00:00"
"PROB_1068","Mensuration","Area","6","3","NCERT","143","8","5","3","5","23","420","0.6664245949232024","2.0","1","2024-10-26 00:00:00"
"PROB_1069","Probability","Probability Distributions","10","4","Synthetic","208","2","8","2","9","21","420","","1.5","1","2024-09-22 00:00:00"
"PROB_1070","Geometry","Congruence","9","2","Synthetic","214","6","10","1","4","30","289","","1.2","1","2024-08-15 00:00:00"
"PROB_1071","Probability","Probability Distributions","11","1","User-Generated","171","3","2","2","3","35","287","0.8894307929903249","1.4","1","2024-09-07 00:00:00"
"PROB_1072","Algebra","Inequalities","9","2","User-Generated","143","3","7","2","3","34","326","0.7478963039307487","1.5","1","2024-08-12 00:00:00"
"PROB_1073","Arithmetic","Averages","9","3","Synthetic","71","5","2","4","7","45","419","0.5667278508421689","2.0","1","2024-09-11 00:00:00"
"PROB_1074","Geometry","Circles","9","3","Synthetic","239","2","3","3","5","32","396","0.6664304652429431","1.6","1","2024-09-18 00:00:00"
"PROB_1075","Statistics","Standard Deviation","6","4","Synthetic","104","3","6","3","7","7","393","0.587856222245821","1.6","1","2024-11-01 00:00:00"
"PROB_1076","Geometry","Triangles","6","1","User-Generated","95","8","5","4","3","50","255","0.7952532156757329","1.4","1","2024-10-14 00:00:00"
"PROB_1077","Arithmetic","Percentages","7","2","NCERT","283","3","2","4","4","25","292","0.6459903290167976","1.7","1","2024-08-23 00:00:00"
"PROB_1078","Trigonometry","Heights and Distances","12","2","NCERT","219","5","4","1","6","21","267","0.7777577647584676","1.4","0","2024-09-09 00:00:00"
"PROB_1079","Trigonometry","Equations","10","5","Synthetic","178","8","4","4","10","9","420","0.5246752326534838","1.9","1","2024-10-06 00:00:00"
"PROB_1080","Algebra","Quadratic Equations","11","2","User-Generated","230","5","9","4","3","50","346","0.7606764315449481","1.6","1","2024-09-03 00:00:00"
"PROB_1081","Geometry","Circles","6","2","User-Generated","223","6","10","2","5","46","360","0.8289995545209504","1.4","1","2024-08-18 00:00:00"
"PROB_1082","Arithmetic","Compound Interest","10","1","Synthetic","113","5","5","1","2","50","218","0.692850324450339","1.5","1","2024-10-06 00:00:00"
"PROB_1083","Number Theory","Number Patterns","7","1","User-Generated","216","5","4","3","2","21","291","0.7923873990621588","1.5","0","2024-08-06 00:00:00"
"PROB_1084","Mensuration","Perimeter","9","5","NCERT","142","5","5","1","10","29","420","0.4255209235940442","2.5","1","2024-09-04 00:00:00"
"PROB_1085","Probability","Combinations","10","3","User-Generated","154","6","4","2","6","36","378","","2.4","0","2024-09-01 00:00:00"
"PROB_1086","Trigonometry","Equations","10","3","NCERT","300","6","9","1","6","10","420","","2.0","1","2024-08-11 00:00:00"
"PROB_1087","Probability","Expected Value","6","1","NCERT","240","5","7","2","2","50","277","0.7938190193753887","1.5","0","2024-09-20 00:00:00"
"PROB_1088","Algebra","Exponents","7","5","User-Generated","111","5","7","3","10","41","420","0.4052349227144252","1.8","1","2024-09-04 00:00:00"
"PROB_1089","Geometry","Quadrilaterals","10","3","NCERT","221","7","7","4","6","13","376","","2.3","1","2024-10-18 00:00:00"
"PROB_1090","Mensuration","Surface Area","7","3","User-Generated","208","4","8","3","6","17","420","0.6596051116585181","1.5","1","2024-09-17 00:00:00"
"PROB_1091","Probability","Probability Distributions","8","1","NCERT","199","5","9","1","2","9","227","0.9313355321285006","1.0","0","2024-10-07 00:00:00"
"PROB_1092","Ratios","Ratio and Proportion","11","2","NCERT","99","5","6","4","4","50","328","0.6689274192581046","1.8","1","2024-10-08 00:00:00"
"PROB_1093","Probability","Combinations","12","4","NCERT","127","3","4","3","5","8","420","0.5285194084400333","1.9","1","2024-09-09 00:00:00"
"PROB_1094","Geometry","Similarity","8","1","NCERT","240","5","8","2","3","5","248","0.8232807284010526","1.1","1","2024-11-01 00:00:00"
"PROB_1095","Ratios","Inverse Variation","9","3","User-Generated","206","6","3","1","3","37","402","0.6725029875392416","2.0","1","2024-08-31 00:00:00"
"PROB_1096","Statistics","Mean Median Mode","6","2","NCERT","187","6","2","2","4","30","381","0.7265113208706682","1.5","1","2024-08-12 00:00:00"
"PROB_1097","Geometry","Angles","10","5","NCERT","144","3","6","3","8","21","420","0.31512406391445996","2.5","1","2024-08-24 00:00:00"
"PROB_1098","Geometry","Coordinate Geometry","6","4","NCERT","96","5","3","3","5","12","420","","1.7","0","2024-09-03 00:00:00"
"PROB_1099","Trigonometry","Equations","9","4","Synthetic","248","5","7","3","7","37","420","0.6097649800072543","2.0","1","2024-08-11 00:00:00"
"PROB_1100","Ratios","Continued Proportions","9","5","Synthetic","187","5","6","4","10","13","420","0.45982658556770695","1.9","1","2024-10-05 00:00:00"
"PROB_1101","Geometry","Coordinate Geometry","10","3","User-Generated","288","7","8","4","5","21","357","","1.6","1","2024-09-22 00:00:00"
"PROB_1102","Arithmetic","Speed Distance Time","11","4","User-Generated","170","3","5","2","7","50","420","0.5043914909683863","2.0","1","2024-10-15 00:00:00"
"PROB_1103","Geometry","Circles","9","3","User-Generated","116","6","4","1","8","8","420","0.7265529256752772","1.6","1","2024-10-01 00:00:00"
"PROB_1104","Statistics","Variance","8","1","User-Generated","127","2","6","4","2","50","196","0.8281922028145283","1.5","0","2024-09-27 00:00:00"
"PROB_1105","Probability","Permutations","6","5","User-Generated","89","5","5","2","8","24","420","0.3445437592622059","1.9","1","2024-09-29 00:00:00"
"PROB_1106","Geometry","Angles","12","2","User-Generated","179","2","7","4","4","23","374","","2.2","1","2024-09-22 00:00:00"
"PROB_1107","Mensuration","Area","7","3","NCERT","115","8","5","4","4","9","340","0.6823029853220487","1.6","0","2024-10-24 00:00:00"
"PROB_1108","Algebra","Exponents","8","4","NCERT","133","2","5","4","8","15","420","0.4688902148430428","1.9","1","2024-08-13 00:00:00"
"PROB_1109","Geometry","Solid Geometry","9","5","User-Generated","207","4","9","3","9","6","420","0.5364496967163335","2.1","1","2024-10-06 00:00:00"
"PROB_1110","Arithmetic","Compound Interest","10","1","NCERT","206","6","4","4","2","37","306","0.9253104608598434","1.0","0","2024-08-10 00:00:00"
"PROB_1111","Algebra","Quadratic Equations","10","4","NCERT","247","3","4","4","10","34","420","0.6165847909003292","1.8","1","2024-08-07 00:00:00"
"PROB_1112","Mensuration","Surface Area","7","4","NCERT","300","6","4","3","7","50","420","0.575321046206499","2.3","0","2024-08-07 00:00:00"
"PROB_1113","Geometry","Circles","12","5","NCERT","263","3","6","4","10","50","420","0.42292616334933775","2.4","1","2024-09-23 00:00:00"
"PROB_1114","Arithmetic","Compound Interest","9","2","Synthetic","69","2","6","2","4","41","278","0.7719762962631317","1.5","1","2024-08-10 00:00:00"
"PROB_1115","Trigonometry","Angles","8","5","User-Generated","279","6","8","1","9","26","420","0.43313237258193543","2.3","1","2024-10-30 00:00:00"
"PROB_1116","Arithmetic","Percentages","9","1","Synthetic","175","2","2","3","2","50","244","0.7668324825766701","1.5","1","2024-09-21 00:00:00"
"PROB_1117","Geometry","Triangles","7","3","Synthetic","141","2","9","1","8","8","342","0.715959871148151","1.6","1","2024-10-15 00:00:00"
"PROB_1118","Number Theory","Divisibility","9","4","Synthetic","289","2","2","3","8","10","420","0.4894487012689024","2.1","1","2024-09-06 00:00:00"
"PROB_1119","Arithmetic","Compound Interest","8","4","NCERT","195","4","4","3","9","9","379","0.5791599444550815","1.7","1","2024-09-11 00:00:00"
"PROB_1120","Ratios","Direct Variation","7","5","Synthetic","150","2","7","2","10","8","420","0.45826292608060165","2.4","0","2024-08-09 00:00:00"
"PROB_1121","Number Theory","Number Patterns","12","5","Synthetic","143","5","7","2","9","5","420","0.3","2.6","1","2024-08-10 00:00:00"
"PROB_1122","Geometry","Coordinate Geometry","11","1","NCERT","111","6","7","4","2","29","221","0.8829991227796976","1.2","1","2024-10-05 00:00:00"
"PROB_1123","Mensuration","Area","10","5","User-Generated","150","5","7","1","10","50","420","0.441905863017806","2.1","1","2024-10-28 00:00:00"
"PROB_1124","Probability","Permutations","11","2","NCERT","118","8","10","2","4","28","224","0.8894561838779496","1.3","0","2024-09-13 00:00:00"
"PROB_1125","Arithmetic","Compound Interest","11","3","User-Generated","186","3","8","4","4","50","355","0.5780664725518856","1.8","1","2024-10-22 00:00:00"
"PROB_1126","Geometry","Coordinate Geometry","8","3","User-Generated","161","5","3","2","5","28","420","","2.2","0","2024-09-02 00:00:00"
"PROB_1127","Ratios","Direct Variation","11","2","NCERT","214","4","3","3","3","7","319","0.6703389944263489","1.7","1","2024-08-19 00:00:00"
"PROB_1128","Arithmetic","Speed Distance Time","8","3","User-Generated","97","4","5","2","6","50","327","","1.6","1","2024-10-08 00:00:00"
"PROB_1129","Mensuration","Perimeter","10","3","User-Generated","198","2","3","2","5","5","381","0.5981142964156071","2.0","1","2024-08-14 00:00:00"
"PROB_1130","Ratios","Ratio and Proportion","8","2","NCERT","151","8","4","1","6","27","284","0.8116599788179724","1.1","0","2024-09-12 00:00:00"
"PROB_1131","Algebra","Inequalities","6","4","Synthetic","107","8","8","4","5","50","410","0.5372952700504795","1.8","1","2024-08-09 00:00:00"
"PROB_1132","Probability","Conditional Probability","12","3","Synthetic","50","4","7","2","6","10","394","0.6143061727903584","1.9","1","2024-10-27 00:00:00"
"PROB_1133","Ratios","Direct Variation","7","1","NCERT","50","5","4","1","2","22","203","","1.4","0","2024-09-13 00:00:00"
"PROB_1134","Geometry","Solid Geometry","10","4","User-Generated","228","8","3","4","6","38","414","0.5231144112623056","1.9","1","2024-09-05 00:00:00"
"PROB_1135","Algebra","Polynomials","9","2","NCERT","116","3","8","4","2","9","315","0.8005663506825131","1.5","1","2024-08-17 00:00:00"
"PROB_1136","Probability","Basic Probability","12","1","User-Generated","265","3","10","3","2","7","365","0.7433286698554628","1.6","1","2024-09-27 00:00:00"
"PROB_1137","Geometry","Triangles","12","4","Synthetic","149","7","8","2","4","34","420","0.4093316777286057","2.3","1","2024-11-01 00:00:00"
"PROB_1138","Probability","Conditional Probability","12","4","User-Generated","165","2","5","4","7","27","420","0.5448409921579093","1.5","1","2024-10-29 00:00:00"
"PROB_1139","Geometry","Triangles","9","3","User-Generated","158","5","5","2","4","21","322","","1.8","1","2024-09-08 00:00:00"
"PROB_1140","Ratios","Inverse Variation","7","1","Synthetic","205","5","6","1","2","11","254","0.8813701390540186","1.5","0","2024-10-25 00:00:00"
"PROB_1141","Geometry","Coordinate Geometry","8","2","User-Generated","54","4","7","4","2","5","269","0.753368532663661","1.5","1","2024-09-21 00:00:00"
"PROB_1142","Algebra","Systems of Equations","10","1","Synthetic","157","4","5","2","3","8","202","0.854758795199773","1.3","1","2024-10-24 00:00:00"
"PROB_1143","Trigonometry","Trigonometric Ratios","7","4","User-Generated","167","4","4","2","6","16","420","0.6397738037889973","1.8","1","2024-09-20 00:00:00"
"PROB_1144","Probability","Conditional Probability","11","2","NCERT","171","3","3","3","4","7","308","0.5952453529906248","1.7","1","2024-09-10 00:00:00"
"PROB_1145","Trigonometry","Heights and Distances","8","3","User-Generated","284","6","5","4","7","20","420","0.7269587700816956","1.4","0","2024-10-19 00:00:00"
"PROB_1146","Probability","Basic Probability","8","1","NCERT","147","4","3","2","3","7","307","0.7518495692342629","1.4","1","2024-09-21 00:00:00"
"PROB_1147","Trigonometry","Identities","10","3","User-Generated","210","4","6","1","9","14","384","0.6471640362581178","2.1","1","2024-08-18 00:00:00"
"PROB_1148","Mensuration","Surface Area","9","1","Synthetic","96","6","6","1","2","50","240","0.9302061120459741","1.1","0","2024-10-19 00:00:00"
"PROB_1149","Algebra","Quadratic Equations","12","2","User-Generated","188","2","5","1","4","6","288","0.7129606052256638","1.6","0","2024-08-18 00:00:00"
"PROB_1150","Geometry","Circles","11","3","User-Generated","55","8","5","4","6","27","391","0.6464445227361844","1.7","1","2024-10-23 00:00:00"
"PROB_1151","Algebra","Logarithms","7","2","User-Generated","213","3","7","1","4","9","405","0.8432614097046474","1.5","0","2024-10-10 00:00:00"
"PROB_1152","Geometry","Congruence","10","3","NCERT","147","8","4","4","7","23","361","0.6058709647430747","1.6","1","2024-09-13 00:00:00"
"PROB_1153","Trigonometry","Heights and Distances","10","3","Synthetic","126","8","9","2","5","13","328","","1.9","1","2024-08-09 00:00:00"
"PROB_1154","Arithmetic","Profit and Loss","12","5","Synthetic","133","5","7","4","10","50","420","0.4265114272801899","1.7","0","2024-09-13 00:00:00"
"PROB_1155","Trigonometry","Equations","8","3","Synthetic","165","6","2","4","5","14","414","0.8257652588649359","1.3","1","2024-08-18 00:00:00"
"PROB_1156","Geometry","Coordinate Geometry","12","5","Synthetic","56","3","9","3","10","15","420","0.49954320741783476","2.1","1","2024-08-25 00:00:00"
"PROB_1157","Geometry","Triangles","6","2","User-Generated","92","7","5","1","2","21","303","0.6935986899397859","1.5","1","2024-09-16 00:00:00"
"PROB_1158","Probability","Probability Distributions","10","2","User-Generated","239","6","5","3","4","22","301","0.8022028557081756","1.4","1","2024-09-24 00:00:00"
"PROB_1159","Mensuration","Curved Surface Area","12","1","Synthetic","181","5","4","3","2","35","234","0.8385910500528644","1.2","0","2024-08-09 00:00:00"
"PROB_1160","Probability","Expected Value","7","5","NCERT","228","6","5","3","9","50","420","0.44480738518317486","2.1","1","2024-10-25 00:00:00"
"PROB_1161","Algebra","Logarithms","6","2","NCERT","182","6","9","1","3","28","311","0.8560994134265949","1.3","0","2024-09-11 00:00:00"
"PROB_1162","Statistics","Mean Median Mode","10","5","Synthetic","193","7","5","3","10","50","420","0.3397647858752928","2.1","1","2024-08-29 00:00:00"
"PROB_1163","Statistics","Mean Median Mode","7","4","NCERT","163","4","2","3","10","35","420","0.7098305595931262","1.5","0","2024-10-31 00:00:00"
"PROB_1164","Statistics","Data Interpretation","10","4","NCERT","159","8","4","4","8","21","420","","1.5","0","2024-10-20 00:00:00"
"PROB_1165","Geometry","Similarity","6","1","NCERT","189","8","5","4","2","16","244","0.7558234728551698","1.7","1","2024-10-09 00:00:00"
"PROB_1166","Mensuration","Surface Area","12","5","Synthetic","232","8","5","1","10","26","420","0.3","2.3","1","2024-08-04 00:00:00"
"PROB_1167","Probability","Probability Distributions","9","3","Synthetic","239","4","9","2","6","32","359","","1.7","1","2024-10-21 00:00:00"
"PROB_1168","Algebra","Quadratic Equations","10","2","Synthetic","224","7","8","2","2","50","296","0.7872070452643707","1.5","1","2024-09-04 00:00:00"
"PROB_1169","Mensuration","Surface Area","10","2","Synthetic","166","5","6","2","6","31","362","0.6760412547753601","1.7","0","2024-08-29 00:00:00"
"PROB_1170","Mensuration","Surface Area","6","4","User-Generated","114","4","3","2","5","15","420","0.5341470560974049","1.6","1","2024-10-28 00:00:00"
"PROB_1171","Mensuration","Area","11","4","NCERT","219","3","5","1","7","7","420","","1.7","0","2024-08-24 00:00:00"
"PROB_1172","Geometry","Circles","11","4","Synthetic","177","5","6","3","9","6","370","0.548748806259202","1.5","1","2024-10-08 00:00:00"
"PROB_1173","Geometry","Angles","8","3","Synthetic","77","5","8","1","5","28","329","0.7716962893321205","1.8","0","2024-08-30 00:00:00"
"PROB_1174","Probability","Permutations","8","3","User-Generated","273","3","7","4","5","23","360","0.6089025063576262","1.9","1","2024-08-09 00:00:00"
"PROB_1175","Algebra","Polynomials","11","3","NCERT","177","6","3","1","7","10","420","0.6436683978983362","1.7","1","2024-09-28 00:00:00"
"PROB_1176","Geometry","Circles","9","1","Synthetic","212","5","4","1","4","50","249","","1.1","1","2024-10-07 00:00:00"
"PROB_1177","Geometry","Quadrilaterals","9","3","NCERT","75","6","3","1","7","21","349","0.7728300246650193","1.3","1","2024-09-02 00:00:00"
"PROB_1178","Algebra","Inequalities","7","2","User-Generated","125","3","5","3","2","30","301","0.8258184090187286","1.2","1","2024-10-30 00:00:00"
"PROB_1179","Arithmetic","Speed Distance Time","10","4","NCERT","118","5","8","1","7","26","340","0.7364842488110813","1.4","1","2024-10-12 00:00:00"
"PROB_1180","Algebra","Exponents","12","3","NCERT","209","6","6","2","2","21","342","0.6640080604025432","1.8","1","2024-10-09 00:00:00"
"PROB_1181","Mensuration","Curved Surface Area","9","3","User-Generated","117","7","8","3","2","9","305","0.816171644151253","1.6","1","2024-10-11 00:00:00"
"PROB_1182","Arithmetic","Time and Work","8","3","User-Generated","124","5","8","2","5","38","420","0.5771685829670806","1.8","0","2024-09-15 00:00:00"
"PROB_1183","Mensuration","Surface Area","12","3","NCERT","205","2","7","3","4","31","420","0.6544256523527154","1.9","1","2024-10-09 00:00:00"
"PROB_1184","Algebra","Exponents","6","4","User-Generated","140","8","9","1","6","6","420","0.506476444832283","1.8","1","2024-09-04 00:00:00"
"PROB_1185","Arithmetic","Profit and Loss","9","4","User-Generated","178","6","4","3","8","6","404","0.45899352122110726","2.2","1","2024-10-10 00:00:00"
"PROB_1186","Algebra","Quadratic Equations","10","3","User-Generated","166","6","4","3","4","23","359","","2.2","1","2024-09-10 00:00:00"
"PROB_1187","Probability","Probability Distributions","8","1","NCERT","218","4","6","3","2","43","268","0.8434042635786363","1.6","1","2024-10-16 00:00:00"
"PROB_1188","Algebra","Factorization","10","2","Synthetic","155","3","4","1","2","22","283","0.5633863045828081","1.9","1","2024-10-21 00:00:00"
"PROB_1189","Ratios","Continued Proportions","7","5","NCERT","147","8","6","3","9","17","420","","1.3","1","2024-08-05 00:00:00"
"PROB_1190","Ratios","Continued Proportions","12","3","User-Generated","237","8","7","1","4","24","367","","1.6","1","2024-10-02 00:00:00"
"PROB_1191","Algebra","Factorization","10","3","User-Generated","176","5","4","3","7","14","369","","1.7","1","2024-10-13 00:00:00"
"PROB_1192","Arithmetic","Averages","9","3","User-Generated","90","6","6","1","5","34","366","","1.4","1","2024-09-14 00:00:00"
"PROB_1193","Algebra","Systems of Equations","9","5","User-Generated","172","5","7","2","8","17","420","0.521041901419822","2.5","1","2024-09-04 00:00:00"
"PROB_1194","Mensuration","Surface Area","8","2","NCERT","179","7","5","1","4","26","309","0.7422087280497563","1.5","1","2024-09-03 00:00:00"
"PROB_1195","Probability","Combinations","8","3","NCERT","159","2","7","2","6","50","410","0.6712771713017767","1.6","1","2024-08-16 00:00:00"
"PROB_1196","Probability","Combinations","10","5","User-Generated","161","8","5","2","10","39","420","0.45609068430718225","2.2","0","2024-09-27 00:00:00"
