interaction_id,user_id,problem_id,session_id,timestamp,time_of_day,day_of_week,days_since_last_session,grade_level,study_hours_per_week,previous_math_score,tutoring_received,learning_style,device_type,topic,difficulty_level,problem_length_words,equation_count,attempt_number,hint_used,response_time_seconds,user_accuracy,confidence_rating,solver_success,user_feedback_rating
INT_0698,USR_024,PROB_119,SES_0282,2024-10-29 18:24:51,evening,Tuesday,47,11,5,62,no,reading/writing,mobile,Calculus,2,125,3,1,no,234,1,4,1,
INT_0699,USR_062,PROB_125,SES_0256,2024-08-01 12:49:47,afternoon,Thursday,77,7,11,35,yes,auditory,tablet,Number Theory,1,266,2,3,no,172,1,2,1,5
INT_0700,USR_078,PROB_145,SES_0025,2024-09-26 15:23:50,afternoon,Thursday,88,9,5,77,no,visual,tablet,Calculus,4,58,1,2,no,232,0,2,1,3
INT_0701,USR_032,PROB_036,SES_0124,2024-08-04 05:05:36,morning,Sunday,-43,11,8,87,no,kinesthetic,desktop,Mensuration,1,172,1,3,yes,227,1,4,1,3
INT_0702,USR_090,PROB_101,SES_0012,2024-09-17 01:32:50,night,Tuesday,-87,6,13,64,no,visual,tablet,Probability,4,131,4,4,no,395,0,2,0,
INT_0703,USR_050,PROB_142,SES_0649,2024-10-20 17:54:51,evening,Sunday,-72,7,15,46,no,auditory,mobile,Calculus,4,181,4,1,yes,270,1,4,1,5
INT_0704,USR_053,PROB_016,SES_0771,2024-09-25 01:55:20,night,Wednesday,11,6,8,77,no,auditory,desktop,Probability,1,172,2,3,no,284,1,5,1,4
INT_0705,USR_099,PROB_020,SES_0444,2024-10-16 00:26:04,night,Wednesday,53,6,7,35,no,reading/writing,tablet,Calculus,2,216,3,4,yes,247,1,3,1,4
INT_0706,USR_050,PROB_194,SES_0893,2024-10-28 18:44:35,evening,Monday,84,10,14,47,no,visual,desktop,Calculus,4,299,2,2,no,477,0,2,0,2
INT_0707,USR_041,PROB_083,SES_0929,2024-08-31 18:12:22,evening,Saturday,-12,7,10,82,yes,reading/writing,desktop,Arithmetic,3,246,2,3,no,549,1,3,1,5
INT_0708,USR_027,PROB_119,SES_0596,2024-10-06 05:07:46,morning,Sunday,-16,11,8,56,no,kinesthetic,mobile,Calculus,2,145,1,2,yes,297,1,4,0,1
INT_0709,USR_049,PROB_141,SES_0403,2024-08-01 02:12:51,night,Thursday,-25,9,12,65,no,reading/writing,mobile,Mensuration,3,63,4,3,no,260,0,2,0,1
INT_0710,USR_098,PROB_014,SES_0043,2024-08-09 08:06:35,morning,Friday,47,8,7,42,no,reading/writing,mobile,Algebra,4,278,3,1,yes,459,1,5,0,1
INT_0711,USR_078,PROB_147,SES_0770,2024-09-04 17:22:53,evening,Wednesday,-30,7,5,70,no,auditory,tablet,Arithmetic,3,188,2,5,yes,401,1,5,1,3
INT_0712,USR_053,PROB_057,SES_0248,2024-09-28 19:10:57,evening,Saturday,-46,7,9,43,yes,kinesthetic,tablet,Number Theory,2,270,2,2,yes,220,0,1,1,4
INT_0713,USR_050,PROB_158,SES_0769,2024-09-18 00:34:48,night,Wednesday,-21,7,15,92,no,kinesthetic,tablet,Algebra,1,177,2,2,no,81,0,1,0,3
INT_0714,USR_022,PROB_104,SES_0213,2024-08-28 10:22:25,morning,Wednesday,-20,7,9,59,no,reading/writing,mobile,Number Theory,5,112,2,1,no,244,0,3,0,
INT_0715,USR_056,PROB_186,SES_0457,2024-09-24 02:27:16,night,Tuesday,-1,7,9,76,no,kinesthetic,tablet,Probability,2,93,1,2,no,189,1,3,0,1
INT_0716,USR_030,PROB_024,SES_0725,2024-08-21 02:39:44,night,Wednesday,51,6,9,40,no,kinesthetic,tablet,Probability,3,125,1,2,no,339,0,2,0,
INT_0717,USR_012,PROB_159,SES_0054,2024-10-13 20:50:50,evening,Sunday,-45,8,13,90,no,auditory,mobile,Algebra,4,256,4,3,yes,320,1,3,1,5
INT_0718,USR_071,PROB_195,SES_0378,2024-08-23 04:34:59,night,Friday,-43,7,5,71,no,kinesthetic,desktop,Algebra,2,178,2,1,yes,270,0,1,0,3
INT_0719,USR_074,PROB_072,SES_0474,2024-09-01 14:11:45,afternoon,Sunday,-62,11,8,50,no,visual,mobile,Trigonometry,2,84,1,2,no,299,1,4,1,4
INT_0720,USR_083,PROB_134,SES_0363,2024-10-17 18:45:53,evening,Thursday,13,12,9,82,yes,reading/writing,mobile,Algebra,3,102,1,5,no,318,0,4,1,1
INT_0721,USR_063,PROB_051,SES_0769,2024-08-03 06:27:49,morning,Saturday,73,12,7,87,no,auditory,desktop,Mensuration,3,151,1,1,yes,386,1,4,1,5
INT_0722,USR_060,PROB_034,SES_0426,2024-08-07 07:09:57,morning,Wednesday,73,6,9,77,yes,reading/writing,tablet,Trigonometry,3,69,2,2,no,149,1,5,1,4
INT_0723,USR_025,PROB_080,SES_0945,2024-10-04 05:00:06,morning,Friday,-53,11,13,64,yes,auditory,desktop,Statistics,3,145,1,2,no,227,1,4,1,
INT_0724,USR_067,PROB_150,SES_0127,2024-09-26 15:27:48,afternoon,Thursday,41,6,15,94,yes,auditory,tablet,Ratios,2,219,3,3,no,316,0,3,0,1
INT_0725,USR_029,PROB_011,SES_0046,2024-09-08 00:08:12,night,Sunday,17,10,8,83,no,auditory,tablet,Statistics,4,195,1,4,yes,359,0,4,0,1
INT_0726,USR_060,PROB_043,SES_0948,2024-10-26 15:07:05,afternoon,Saturday,81,9,10,77,no,kinesthetic,desktop,Statistics,3,190,3,4,yes,460,1,4,1,5
INT_0727,USR_088,PROB_072,SES_0826,2024-10-16 07:14:52,morning,Wednesday,-85,9,12,64,yes,kinesthetic,tablet,Trigonometry,3,63,4,1,no,429,0,1,0,4
INT_0728,USR_032,PROB_119,SES_0927,2024-08-20 03:44:34,night,Tuesday,39,8,11,81,no,kinesthetic,tablet,Geometry,3,112,1,2,no,125,0,2,1,4
INT_0729,USR_020,PROB_107,SES_0485,2024-08-04 10:23:07,morning,Sunday,-12,7,12,92,no,reading/writing,desktop,Arithmetic,3,153,2,1,yes,319,1,3,1,5
INT_0730,USR_013,PROB_022,SES_0085,2024-08-02 04:34:27,night,Friday,36,6,15,49,no,visual,tablet,Probability,4,58,1,5,yes,347,1,5,1,2
INT_0731,USR_040,PROB_085,SES_0103,2024-08-05 18:05:02,evening,Monday,67,6,8,51,no,reading/writing,mobile,Mensuration,2,201,1,4,yes,164,1,2,1,3
INT_0732,USR_100,PROB_180,SES_0528,2024-08-13 15:38:14,afternoon,Tuesday,86,8,5,80,no,auditory,desktop,Calculus,2,257,2,5,yes,214,1,5,1,5
INT_0733,USR_040,PROB_171,SES_0335,2024-08-27 07:29:09,morning,Tuesday,90,7,5,40,yes,visual,mobile,Geometry,2,164,1,3,yes,284,1,3,1,4
INT_0734,USR_083,PROB_172,SES_0966,2024-10-25 17:46:37,evening,Friday,-13,11,8,90,no,kinesthetic,mobile,Trigonometry,5,99,2,1,no,402,1,4,1,5
INT_0735,USR_091,PROB_083,SES_0461,2024-08-18 10:47:45,morning,Sunday,18,11,10,53,yes,auditory,tablet,Trigonometry,1,73,2,5,yes,166,1,3,1,5
INT_0736,USR_093,PROB_047,SES_0428,2024-08-05 00:40:23,night,Monday,-3,12,14,77,yes,visual,tablet,Statistics,4,101,1,1,no,253,1,4,1,5
INT_0737,USR_079,PROB_157,SES_0202,2024-09-25 23:51:02,night,Wednesday,26,11,14,67,no,reading/writing,mobile,Mensuration,2,135,1,2,no,228,0,4,1,4
INT_0738,USR_074,PROB_060,SES_0946,2024-09-10 18:14:28,evening,Tuesday,-23,8,15,34,no,kinesthetic,tablet,Mensuration,2,51,2,1,no,221,1,4,1,5
INT_0739,USR_036,PROB_138,SES_0834,2024-10-09 13:01:32,afternoon,Wednesday,73,12,9,36,no,auditory,desktop,Statistics,2,123,3,4,no,249,1,5,1,1
INT_0740,USR_055,PROB_021,SES_0337,2024-10-22 07:30:01,morning,Tuesday,-65,7,9,51,no,kinesthetic,tablet,Probability,1,281,2,3,yes,217,1,3,1,5
INT_0741,USR_010,PROB_040,SES_0895,2024-08-16 00:15:04,night,Friday,-21,7,6,87,yes,reading/writing,desktop,Geometry,3,173,3,1,yes,263,1,4,1,5
INT_0742,USR_093,PROB_005,SES_0933,2024-10-19 02:04:10,night,Saturday,-53,8,7,54,no,kinesthetic,mobile,Ratios,5,268,2,3,yes,390,0,4,0,2
INT_0743,USR_100,PROB_151,SES_0766,2024-10-29 02:47:14,night,Tuesday,78,12,12,88,no,kinesthetic,mobile,Algebra,3,59,2,1,yes,306,1,5,1,5
INT_0744,USR_041,PROB_119,SES_0088,2024-08-18 03:38:33,night,Sunday,53,12,6,47,no,kinesthetic,mobile,Number Theory,1,257,1,4,yes,112,1,5,1,2
INT_0745,USR_039,PROB_171,SES_0988,2024-08-18 22:16:52,night,Sunday,7,7,9,73,no,visual,desktop,Ratios,1,69,2,3,no,199,0,2,0,
INT_0746,USR_018,PROB_135,SES_0618,2024-10-16 03:23:07,night,Wednesday,-66,8,10,70,no,auditory,desktop,Arithmetic,2,199,3,1,yes,458,1,4,1,5
INT_0747,USR_071,PROB_148,SES_0892,2024-10-28 17:19:58,evening,Monday,51,11,9,42,no,visual,tablet,Trigonometry,2,73,3,1,yes,207,0,4,1,3
INT_0748,USR_061,PROB_093,SES_0416,2024-10-09 03:16:10,night,Wednesday,61,10,8,40,yes,auditory,desktop,Number Theory,4,229,3,3,yes,599,0,3,0,4
INT_0749,USR_066,PROB_062,SES_0418,2024-08-01 21:33:56,night,Thursday,-21,10,8,93,no,visual,tablet,Arithmetic,5,206,3,1,no,562,0,2,1,2
INT_0750,USR_032,PROB_158,SES_0877,2024-08-16 22:26:16,night,Friday,75,10,12,30,no,reading/writing,desktop,Arithmetic,4,241,1,1,yes,448,1,2,1,2
INT_0751,USR_032,PROB_191,SES_0048,2024-08-10 21:25:08,night,Saturday,-35,8,6,30,no,visual,desktop,Algebra,3,155,1,1,yes,239,1,5,1,4
INT_0752,USR_085,PROB_133,SES_0697,2024-09-05 14:42:12,afternoon,Thursday,72,7,8,79,no,auditory,tablet,Calculus,2,292,1,1,yes,305,1,2,1,
INT_0753,USR_059,PROB_135,SES_0297,2024-08-27 13:07:56,afternoon,Tuesday,-17,7,9,65,yes,visual,tablet,Statistics,2,66,2,1,no,166,1,4,1,4
INT_0754,USR_021,PROB_123,SES_0226,2024-09-26 04:01:49,night,Thursday,-30,11,12,79,yes,auditory,mobile,Mensuration,3,234,2,1,yes,420,1,4,1,2
INT_0755,USR_014,PROB_062,SES_0921,2024-09-06 08:51:15,morning,Friday,81,10,14,53,no,visual,mobile,Algebra,3,133,3,3,no,399,0,2,0,3
INT_0756,USR_055,PROB_065,SES_0713,2024-09-04 18:12:40,evening,Wednesday,12,11,14,75,yes,reading/writing,desktop,Arithmetic,1,277,1,1,yes,234,1,3,1,5
INT_0757,USR_003,PROB_177,SES_0079,2024-08-14 18:57:08,evening,Wednesday,-31,9,5,56,no,visual,mobile,Statistics,2,162,3,1,yes,106,1,1,0,1
INT_0758,USR_036,PROB_165,SES_0603,2024-09-27 06:05:21,morning,Friday,-30,10,6,41,no,auditory,mobile,Calculus,2,226,1,1,no,263,1,5,1,5
INT_0759,USR_043,PROB_026,SES_0091,2024-10-04 18:14:59,evening,Friday,57,8,5,84,no,kinesthetic,tablet,Statistics,4,228,1,3,no,444,0,3,0,1
INT_0760,USR_006,PROB_188,SES_0184,2024-08-26 06:12:08,morning,Monday,-15,9,5,87,yes,auditory,mobile,Geometry,1,235,4,1,no,354,1,3,1,2
INT_0761,USR_021,PROB_122,SES_0388,2024-08-01 05:23:02,morning,Thursday,46,7,15,83,yes,auditory,mobile,Geometry,4,89,2,2,no,357,0,3,1,3
INT_0762,USR_076,PROB_150,SES_0338,2024-09-27 05:53:38,morning,Friday,46,11,14,57,no,reading/writing,mobile,Number Theory,2,264,3,1,yes,207,1,5,1,
INT_0763,USR_052,PROB_076,SES_0385,2024-10-08 14:59:05,afternoon,Tuesday,58,6,7,36,yes,visual,desktop,Calculus,2,151,4,2,no,312,0,2,1,2
INT_0764,USR_007,PROB_131,SES_0879,2024-10-17 17:56:04,evening,Thursday,-29,10,13,40,yes,visual,tablet,Mensuration,5,135,2,4,yes,552,1,5,0,3
INT_0765,USR_012,PROB_133,SES_0152,2024-10-19 14:04:27,afternoon,Saturday,72,10,6,71,no,kinesthetic,tablet,Algebra,2,58,3,3,no,125,1,5,1,
INT_0766,USR_022,PROB_194,SES_0761,2024-10-21 18:05:05,evening,Monday,86,7,12,42,no,kinesthetic,mobile,Number Theory,3,56,3,5,yes,111,1,5,1,4
INT_0767,USR_021,PROB_022,SES_0559,2024-08-19 19:42:36,evening,Monday,48,9,9,92,no,visual,mobile,Probability,3,261,3,2,no,325,0,2,1,1
INT_0768,USR_007,PROB_001,SES_0678,2024-09-03 07:24:22,morning,Tuesday,72,8,6,76,no,kinesthetic,desktop,Probability,2,153,2,1,no,123,1,4,1,2
INT_0769,USR_040,PROB_044,SES_0804,2024-10-13 12:46:02,afternoon,Sunday,51,11,5,90,yes,auditory,mobile,Trigonometry,3,204,3,2,no,262,1,1,1,5
INT_0770,USR_068,PROB_048,SES_0129,2024-08-09 01:17:51,night,Friday,-78,6,11,62,no,visual,desktop,Statistics,1,239,1,3,yes,31,1,3,1,5
INT_0771,USR_067,PROB_050,SES_0388,2024-10-31 06:33:41,morning,Thursday,-74,9,9,61,yes,visual,mobile,Trigonometry,2,208,3,3,no,404,1,4,1,2
INT_0772,USR_054,PROB_194,SES_0735,2024-08-17 11:46:46,morning,Saturday,45,9,8,43,yes,kinesthetic,mobile,Calculus,4,273,1,2,no,342,1,3,1,4
INT_0773,USR_006,PROB_048,SES_0413,2024-08-30 23:43:23,night,Friday,-3,10,15,53,yes,visual,desktop,Geometry,2,170,2,2,yes,279,1,4,1,5
INT_0774,USR_099,PROB_058,SES_0749,2024-08-14 11:15:35,morning,Wednesday,88,10,13,52,no,kinesthetic,tablet,Probability,1,169,2,3,no,212,1,3,1,4
INT_0775,USR_027,PROB_056,SES_0214,2024-09-15 06:53:33,morning,Sunday,-25,10,10,45,no,auditory,mobile,Geometry,3,73,1,2,no,337,1,5,1,3
INT_0776,USR_076,PROB_024,SES_0647,2024-10-26 06:31:13,morning,Saturday,-56,9,15,71,no,visual,tablet,Algebra,2,235,1,1,no,260,1,4,1,3
INT_0777,USR_065,PROB_105,SES_0798,2024-10-10 23:55:33,night,Thursday,-88,6,7,56,no,visual,desktop,Geometry,1,135,3,1,yes,133,1,5,1,4
INT_0778,USR_090,PROB_128,SES_0271,2024-09-06 19:07:46,evening,Friday,16,6,14,57,no,kinesthetic,mobile,Algebra,2,69,2,1,yes,215,1,5,1,4
INT_0779,USR_051,PROB_136,SES_0489,2024-09-13 00:37:08,night,Friday,14,7,7,50,no,auditory,mobile,Arithmetic,4,165,1,1,yes,259,0,1,1,2
INT_0780,USR_069,PROB_105,SES_0964,2024-08-06 11:40:01,morning,Tuesday,-4,7,12,80,no,visual,desktop,Geometry,4,79,3,2,no,275,1,5,1,
INT_0781,USR_027,PROB_093,SES_0400,2024-09-20 19:05:52,evening,Friday,-84,9,7,88,yes,auditory,mobile,Probability,2,246,1,4,yes,219,1,4,1,4
INT_0782,USR_063,PROB_109,SES_0782,2024-10-11 20:57:09,evening,Friday,69,7,13,63,yes,visual,mobile,Arithmetic,1,127,3,1,no,219,1,3,1,5
INT_0783,USR_071,PROB_189,SES_0916,2024-10-07 04:26:02,night,Monday,-36,7,15,77,no,visual,mobile,Geometry,3,220,2,3,yes,292,1,4,1,2
INT_0784,USR_038,PROB_074,SES_0588,2024-08-24 00:45:28,night,Saturday,-25,10,7,81,no,reading/writing,desktop,Number Theory,3,256,2,3,yes,390,1,4,1,5
INT_0785,USR_059,PROB_023,SES_0911,2024-10-06 09:09:34,morning,Sunday,3,10,11,61,yes,visual,tablet,Algebra,1,247,2,1,no,196,1,3,1,3
INT_0786,USR_100,PROB_058,SES_0302,2024-08-19 13:25:36,afternoon,Monday,53,6,11,32,no,reading/writing,mobile,Trigonometry,3,213,1,3,no,197,0,2,1,5
INT_0787,USR_093,PROB_059,SES_0533,2024-10-17 07:20:42,morning,Thursday,79,10,10,61,no,auditory,desktop,Statistics,3,243,1,4,yes,196,0,2,1,5
INT_0788,USR_089,PROB_145,SES_0625,2024-09-25 10:01:35,morning,Wednesday,-53,9,14,75,no,auditory,tablet,Mensuration,3,73,3,2,yes,243,0,1,1,
INT_0789,USR_062,PROB_110,SES_0101,2024-10-26 21:56:09,night,Saturday,-42,12,13,70,no,visual,tablet,Arithmetic,1,248,1,2,yes,315,1,3,1,2
INT_0790,USR_004,PROB_043,SES_0490,2024-08-29 00:00:42,night,Thursday,41,9,14,80,no,reading/writing,mobile,Algebra,2,79,3,3,no,151,0,3,1,5
INT_0791,USR_004,PROB_013,SES_0969,2024-08-09 12:33:03,afternoon,Friday,66,11,9,40,yes,visual,desktop,Ratios,3,63,2,3,no,324,1,5,1,5
INT_0792,USR_007,PROB_187,SES_0378,2024-08-29 20:17:17,evening,Thursday,-86,9,12,86,no,reading/writing,mobile,Algebra,1,232,4,4,no,230,1,4,0,1
INT_0793,USR_012,PROB_191,SES_0894,2024-10-02 23:40:52,night,Wednesday,31,9,5,50,no,visual,tablet,Algebra,3,151,4,3,yes,344,1,3,1,
INT_0794,USR_017,PROB_081,SES_0367,2024-10-31 05:12:22,morning,Thursday,12,6,12,40,no,auditory,mobile,Geometry,3,70,2,1,yes,218,1,3,1,3
INT_0795,USR_064,PROB_140,SES_0588,2024-09-14 12:07:12,afternoon,Saturday,-35,9,6,67,yes,visual,desktop,Probability,2,271,2,1,no,303,1,1,1,4
INT_0796,USR_007,PROB_061,SES_0463,2024-08-27 21:16:53,night,Tuesday,-64,9,12,43,no,reading/writing,desktop,Calculus,1,220,2,4,yes,30,1,4,1,5
INT_0797,USR_024,PROB_027,SES_0644,2024-08-25 08:33:59,morning,Sunday,17,7,14,73,no,reading/writing,desktop,Number Theory,3,162,1,2,no,369,1,4,1,3
INT_0798,USR_088,PROB_082,SES_0419,2024-08-04 10:14:36,morning,Sunday,25,11,5,93,no,reading/writing,tablet,Geometry,1,166,2,1,no,134,1,5,1,5
INT_0799,USR_002,PROB_094,SES_0783,2024-08-01 12:34:09,afternoon,Thursday,-69,11,7,53,yes,kinesthetic,tablet,Probability,3,72,4,3,no,397,0,2,1,4
INT_0800,USR_052,PROB_146,SES_0154,2024-08-10 16:41:49,afternoon,Saturday,-46,6,14,47,yes,reading/writing,tablet,Number Theory,3,294,1,2,no,279,0,2,1,3
INT_0801,USR_003,PROB_041,SES_0130,2024-08-05 10:51:02,morning,Monday,64,11,8,85,no,kinesthetic,desktop,Mensuration,2,215,1,4,yes,377,1,4,1,4
INT_0802,USR_058,PROB_161,SES_0559,2024-10-04 14:51:48,afternoon,Friday,-81,11,15,86,yes,auditory,mobile,Statistics,2,152,2,2,no,179,1,3,1,4
INT_0803,USR_010,PROB_158,SES_0066,2024-10-20 21:29:31,night,Sunday,66,10,12,79,no,reading/writing,desktop,Calculus,2,233,3,4,yes,197,1,3,1,
INT_0804,USR_083,PROB_137,SES_0326,2024-10-27 16:00:25,afternoon,Sunday,74,7,15,60,no,kinesthetic,mobile,Ratios,3,243,4,2,no,493,1,4,0,1
INT_0805,USR_070,PROB_046,SES_0798,2024-09-13 11:17:16,morning,Friday,-44,10,11,88,no,auditory,mobile,Ratios,3,261,3,1,no,314,1,2,1,4
INT_0806,USR_051,PROB_057,SES_0888,2024-08-25 17:57:59,evening,Sunday,56,6,10,81,yes,visual,desktop,Ratios,2,97,2,1,no,110,1,5,1,5
INT_0807,USR_052,PROB_151,SES_0227,2024-10-28 07:21:33,morning,Monday,65,12,15,77,yes,visual,desktop,Trigonometry,4,144,2,5,no,324,0,2,1,3
INT_0808,USR_097,PROB_125,SES_0792,2024-10-27 09:52:16,morning,Sunday,-33,6,8,69,no,visual,desktop,Statistics,2,261,2,5,yes,568,1,4,0,3
INT_0809,USR_075,PROB_061,SES_0276,2024-08-05 02:53:23,night,Monday,-37,9,9,41,yes,reading/writing,mobile,Ratios,3,261,2,1,no,263,1,5,1,5
INT_0810,USR_068,PROB_025,SES_0244,2024-09-24 14:54:20,afternoon,Tuesday,-79,6,14,64,no,auditory,desktop,Geometry,2,122,4,3,yes,297,1,4,1,3
INT_0811,USR_076,PROB_135,SES_0485,2024-10-11 01:38:46,night,Friday,-57,12,12,30,yes,auditory,mobile,Statistics,3,184,2,3,no,171,1,5,1,5
INT_0812,USR_054,PROB_015,SES_0979,2024-09-11 18:32:26,evening,Wednesday,25,10,12,65,yes,auditory,mobile,Calculus,4,230,2,1,no,299,1,4,1,5
INT_0813,USR_041,PROB_183,SES_0862,2024-10-18 09:11:32,morning,Friday,-58,8,14,45,no,reading/writing,tablet,Algebra,5,84,4,1,yes,466,0,2,1,4
INT_0814,USR_010,PROB_061,SES_0135,2024-10-22 03:51:20,night,Tuesday,-9,6,8,30,yes,reading/writing,mobile,Statistics,2,102,2,2,no,292,1,3,1,5
INT_0815,USR_050,PROB_151,SES_0635,2024-10-31 15:09:31,afternoon,Thursday,86,7,11,87,no,reading/writing,desktop,Mensuration,3,214,2,3,yes,398,1,5,1,4
INT_0816,USR_009,PROB_135,SES_0224,2024-08-23 22:34:51,night,Friday,-63,11,7,54,no,auditory,mobile,Number Theory,3,86,3,3,no,188,1,2,1,4
INT_0817,USR_054,PROB_068,SES_0502,2024-08-21 06:45:35,morning,Wednesday,28,8,5,51,no,reading/writing,desktop,Geometry,2,220,2,3,no,353,1,3,1,5
INT_0818,USR_062,PROB_035,SES_0389,2024-08-20 18:02:20,evening,Tuesday,-54,10,6,95,no,reading/writing,tablet,Statistics,2,111,3,2,no,189,0,2,0,1
INT_0819,USR_088,PROB_056,SES_0204,2024-09-26 22:46:13,night,Thursday,54,11,14,53,no,visual,tablet,Probability,1,94,1,5,no,176,0,2,0,2
INT_0820,USR_042,PROB_169,SES_0875,2024-10-14 02:40:19,night,Monday,-30,10,13,48,yes,auditory,tablet,Ratios,5,229,4,3,no,288,1,3,1,3
INT_0821,USR_093,PROB_166,SES_0475,2024-10-03 07:10:51,morning,Thursday,10,8,8,32,no,kinesthetic,tablet,Number Theory,3,257,4,2,no,481,0,4,1,3
INT_0822,USR_001,PROB_048,SES_0585,2024-08-23 14:04:10,afternoon,Friday,-76,8,8,89,no,reading/writing,desktop,Geometry,2,104,2,4,yes,240,1,4,1,3
INT_0823,USR_087,PROB_193,SES_0996,2024-08-13 04:50:23,night,Tuesday,11,11,5,54,yes,visual,tablet,Statistics,1,175,2,5,no,222,1,4,1,4
INT_0824,USR_095,PROB_185,SES_0722,2024-09-17 21:32:22,night,Tuesday,-43,7,15,80,no,visual,mobile,Algebra,2,121,4,1,yes,285,0,3,1,3
INT_0825,USR_045,PROB_042,SES_0977,2024-08-27 23:36:57,night,Tuesday,-67,6,7,51,no,kinesthetic,desktop,Algebra,4,73,2,2,no,526,1,3,1,1
INT_0826,USR_054,PROB_121,SES_0085,2024-08-27 21:37:31,night,Tuesday,-67,10,6,48,no,auditory,desktop,Probability,3,79,1,1,no,273,1,4,1,2
INT_0827,USR_078,PROB_198,SES_0764,2024-10-26 02:07:07,night,Saturday,7,9,6,46,no,visual,mobile,Number Theory,3,234,1,1,yes,292,1,4,1,5
INT_0828,USR_096,PROB_187,SES_0220,2024-08-05 09:36:12,morning,Monday,20,9,10,56,no,auditory,tablet,Mensuration,3,248,2,1,no,304,0,1,0,2
INT_0829,USR_068,PROB_036,SES_0945,2024-09-13 00:36:42,night,Friday,-7,7,7,66,no,visual,desktop,Arithmetic,3,229,3,5,yes,452,0,3,1,1
INT_0830,USR_028,PROB_184,SES_0683,2024-10-12 19:22:08,evening,Saturday,87,10,12,32,no,auditory,tablet,Geometry,1,86,1,2,yes,205,1,4,1,4
INT_0831,USR_004,PROB_067,SES_0965,2024-08-10 23:49:09,night,Saturday,-84,7,12,36,no,kinesthetic,desktop,Probability,4,172,1,2,yes,333,0,1,1,3
INT_0832,USR_076,PROB_006,SES_0423,2024-08-30 04:08:55,night,Friday,-18,10,15,43,yes,kinesthetic,mobile,Algebra,1,106,3,4,yes,133,0,1,1,5
INT_0833,USR_073,PROB_197,SES_0656,2024-09-27 11:27:57,morning,Friday,-12,10,6,77,no,kinesthetic,tablet,Mensuration,4,158,3,5,yes,336,1,2,1,1
INT_0834,USR_006,PROB_143,SES_0061,2024-08-16 16:07:02,afternoon,Friday,-37,6,11,59,yes,reading/writing,tablet,Geometry,1,175,1,2,no,167,1,5,1,3
INT_0835,USR_004,PROB_185,SES_0111,2024-09-13 22:03:29,night,Friday,-69,7,13,35,no,visual,mobile,Algebra,4,168,3,1,no,400,1,3,1,4
INT_0836,USR_026,PROB_103,SES_0180,2024-08-15 22:12:01,night,Thursday,-86,10,11,53,yes,kinesthetic,tablet,Trigonometry,2,230,2,1,yes,244,0,1,0,4
INT_0837,USR_026,PROB_156,SES_0413,2024-08-21 14:59:16,afternoon,Wednesday,21,9,11,49,yes,visual,desktop,Arithmetic,2,262,1,4,yes,210,0,2,1,5
INT_0838,USR_081,PROB_151,SES_0026,2024-08-09 03:03:28,night,Friday,60,9,15,89,yes,kinesthetic,mobile,Algebra,4,241,3,2,no,343,1,2,1,5
INT_0839,USR_081,PROB_179,SES_0277,2024-10-13 00:20:15,night,Sunday,80,11,6,70,no,visual,tablet,Number Theory,4,205,2,4,yes,527,1,5,1,5
INT_0840,USR_064,PROB_164,SES_0230,2024-10-22 02:12:29,night,Tuesday,61,9,15,45,no,reading/writing,desktop,Statistics,4,241,1,2,yes,331,0,1,0,
INT_0841,USR_062,PROB_147,SES_0273,2024-09-01 07:53:11,morning,Sunday,-8,9,7,56,no,kinesthetic,desktop,Number Theory,3,283,1,3,no,348,0,4,0,3
INT_0842,USR_085,PROB_036,SES_0027,2024-08-28 14:03:32,afternoon,Wednesday,27,12,13,51,yes,reading/writing,mobile,Probability,1,219,3,1,no,240,1,2,1,5
INT_0843,USR_011,PROB_061,SES_0379,2024-10-27 22:48:39,night,Sunday,56,10,14,94,no,reading/writing,mobile,Geometry,1,71,4,5,no,197,1,4,1,4
INT_0844,USR_010,PROB_140,SES_0951,2024-09-21 08:19:34,morning,Saturday,-55,7,6,87,no,kinesthetic,desktop,Statistics,2,238,4,2,no,295,1,4,0,3
INT_0845,USR_034,PROB_139,SES_0048,2024-09-23 15:20:30,afternoon,Monday,80,6,7,54,no,visual,tablet,Number Theory,3,153,1,3,yes,264,0,4,1,4
INT_0846,USR_077,PROB_172,SES_0434,2024-10-11 16:09:29,afternoon,Friday,10,10,15,91,no,visual,tablet,Algebra,3,200,2,3,yes,265,1,5,1,2
INT_0847,USR_071,PROB_165,SES_0255,2024-08-23 15:18:43,afternoon,Friday,86,10,13,58,yes,reading/writing,tablet,Geometry,4,249,4,2,no,229,1,4,0,4
INT_0848,USR_054,PROB_180,SES_0656,2024-09-06 19:24:24,evening,Friday,49,7,9,84,yes,reading/writing,desktop,Mensuration,3,88,1,1,no,401,0,1,1,4
INT_0849,USR_081,PROB_105,SES_0282,2024-10-09 17:08:00,evening,Wednesday,38,10,8,64,no,auditory,desktop,Algebra,1,275,2,5,yes,197,0,5,1,1
INT_0850,USR_003,PROB_160,SES_0854,2024-08-09 02:19:04,night,Friday,-36,12,6,61,no,auditory,mobile,Trigonometry,3,77,1,2,no,261,0,1,0,1
INT_0851,USR_066,PROB_025,SES_0411,2024-09-12 22:01:58,night,Thursday,-48,8,9,68,no,kinesthetic,mobile,Number Theory,3,74,2,3,no,283,1,3,1,5
